the_geom,ID,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,TELEPHONE,CONTACT,CONTACTEMA,TYPED,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
POINT (-73.98383672505624 40.756021151454824),711,Post Production & Training,iNDiGO TV,http://www.indigo.tv,1133 Avenue of the Americas,,New York,NY,10036,(212) 226-0280,Peter Rautionmaa,peter@indigo.tv,,yes,Manhattan,1,1133,AVENUE OF THE AMERICAS
POINT (-73.97206510449692 40.752039947808626),712,Post Production & Training,"Intenational Duplication Centre, Inc. (IDC)",http://www.idcdigital.com,216 East 45th Street,7th Floor,New York,NY,10017,(212) 581-3940,Scott Carroll,scott@idcdigital.com,,,Manhattan,1,216,EAST 45 STREET
POINT (-74.00788208799447 40.73012000121831),714,Post Production & Training,LVT Laser Subtitling,http://www.lvtusa.com,609 Greenwich Street,,New York,NY,10014,(212) 343-1910,Jerry Rudes,jerry.rudes@lvtusa.com,,,Manhattan,1,609,GREENWICH STREET
POINT (-73.99409876693514 40.752920570502006),715,Post Production & Training,Manhattan Center Studios,http://www.mcp-studios.com,311 West 34th Street,,New York,NY,10001,(212) 695-6600 x212,Obie OBrien,obie@mcstudios.com,,yes,Manhattan,1,311,WEST 34 STREET
POINT (-73.99408583740095 40.73593880347532),716,Post Production & Training,Manhattan Edit Workshop,http://www.mewshop.com,80 Fifth Avenue,Suite 908,New York,NY,10011,(212) 414-9570,Josh Apter,info@mewshop.com,,yes,Manhattan,1,80,FIFTH AVENUE
POINT (-73.99372838375415 40.74553227642642),963,Hotels,Fashion 26 - A Wyndham Hotel,http://www.wyndhamny.com,152 West 26th Street,,New York,NY,10001,(212) 858-5888,Lindsey Walkowiak (917-566-7588),Lwalkowiak@wyndham.com,,yes,Manhattan,1,152,WEST 26 STREET
POINT (-74.27117265313923 40.87884275356761),964,Hardware & Tools,Frameware Inc.,http://www.framewareinc.com,25 Sherwood Lane,,Fairfield,NJ,7004,(800) 582-5608 / (973) 808-2022,Semra Ayala/Marge Schwartz,sam@framewareinc.com,,yes,New Jersey,0,25,SHERWOOD LANE
POINT (-73.99290324122983 40.760814390555716),717,Post Production & Training,"Motion Picture Enterprises, Inc.",http://www.mpenyc.com,432 West 45th Street,,New York,NY,10036,(212) 245-0969,Damon Leary,damon@mpenyc.com,,,Manhattan,1,432,WEST 45 STREET
POINT (-73.97176814027908 40.75240399458418),718,Post Production & Training,"MovingImages NY, LLC",http://www.mipost.com,227 East 45th Street,6th Floor,New York,NY,10017,(212) 953-6999,Karen Barrett or John Miller,kbarrett@mipost.com,,yes,Manhattan,1,227,EAST 45 STREET
POINT (-73.97025540140143 40.75340544664751),719,Post Production & Training,NEP Studios/Duplication,http://www.nepinc.com,885 Second Avenue,,New York,NY,10017,(212) 548-7700,William Sheehy,wsheehy@nepstudios.com,,,Manhattan,1,885,SECOND AVENUE
POINT (-73.98493379293484 40.74102124982687),720,Post Production & Training,Nice Spots,http://www.nicespots.com,104 East 25th Street,12th Floor,New York,NY,10010,(212) 432-3000,Jack Fahey,jack@nicespots.com,,,Manhattan,1,104,EAST 25 STREET
POINT (-73.98618591933982 40.76133499106102),721,Post Production & Training,Now Hear This,http://www.nhtsound.com,250 West 49th Street,,New York,NY,10019,(212) 265-1188,Larry Buksbaum,Larry@nhtsound.com,,,Manhattan,1,250,WEST 49 STREET
POINT (-73.99312112010848 40.748290127148664),722,Post Production & Training,"NYCD, Inc.",http://www.nycd.com,350 Seventh Avenue,2nd Floor,New York,NY,10001,(212) 502-0588,Justin Rumack,justin.rumack@nycd.com,,,Manhattan,1,350,SEVENTH AVENUE
POINT (-73.99065382034019 40.73901544284487),723,Post Production & Training,OffHollywood Digital,http://www.offhollywooddigital.com,5 East 19th Street,,New York,NY,10003,(212) 260-8400,Jesse or Aldey Sanchez,JesseARoberts@gmail.com,,,Manhattan,1,5,EAST 19 STREET
POINT (-74.00436533067709 40.72327457056582),726,Post Production & Training,"PostWorks, New York",http://www.pwny.com/ny.htm,100 Avenue of the Americas,,New York,NY,10013,(212) 894-4000,Hayli Halper,inquiry@pwny.com,,,Manhattan,1,100,AVENUE OF THE AMERICAS
POINT (-73.98296583826756 40.74582154455102),727,Post Production & Training,"Pow! Pix, Inc.",http://powpix.com,44 East 32nd Street,,New York,NY,10016,(212) 531-6450,intern,,,yes,Manhattan,1,44,EAST 32 STREET
POINT (-73.9968465418846 40.724968305133046),728,Post Production & Training,Power Image Workshop,http://www.powerimageworkshop.com,594 Broadway,Suite 1002A,New York,NY,10012,(212) 219-0526,Yu-Chih Yuan,info@powerimageworkshop.com,,,Manhattan,1,594,BROADWAY
POINT (-73.99044825145862 40.73818376639644),729,Post Production & Training,Production Central,http://www.prodcentral.com,873 Broadway,Suite 205,New York,NY,10003,(212) 631-0435,David Fuhrer,david@prodcentral.com,,yes,Manhattan,1,873,BROADWAY
POINT (-73.97915349324072 40.75247755030011),730,Post Production & Training,Rhinopost,http://www.rhinopost.tv,50 East 42nd Street,,New York,NY,10017,(212) 986-1577,David Binstock / Craig Gordon,db@rhinoedit.tv / craig@rhinopost.tv,,,Manhattan,1,50,EAST 42 STREET
POINT (-73.99598886464292 40.76456265877123),965,Hotels,Ink48,http://www.ink48.com,653 11th Avenue,48th Street,New York,NY,10036,(646) 572-7430,Heather Balcom,heather.balcom@ink48.com,,yes,Manhattan,1,653,11 AVENUE
POINT (-73.97348376777775 40.7557499751941),966,Hotels,InterContinental New York Barclay,http://www.intercontinental.com/newyork,111 East 48th Street,,New York,NY,10017,(212) 906-3113,Gabriela Ong,gabriela.ong@ihg.com,,yes,Manhattan,1,111,EAST 48 STREET
POINT (-73.98236517000136 40.73817732283269),731,Post Production & Training,Scharff Weisberg Media Resource Center,http://www.swinyc.com,220 East 23rd Street,Suite 800,New York,NY,10010,(212) 685-6511,Josh Nissim,joshn@swinyc.com,,,Manhattan,1,220,EAST 23 STREET
POINT (-73.99177676744875 40.75265273112744),732,Post Production & Training,ScreamerVision,http://www.screamervision.com,247 West 35th Street,7th Floor,New York,NY,10001,(212) 951-7171,Mark Ashkinos,mark@screamdvd.com,,,Manhattan,1,247,WEST 35 STREET
POINT (-73.99136782929816 40.742762084116926),733,Post Production & Training,Splash Studios,http://www.splash-studios.com,49 West 23rd Street,6th Floor,New York,NY,10010,(212) 271-8747,Peter Levin,booking@splash-studios.com,,,Manhattan,1,49,WEST 23 STREET
POINT (-73.99270998186924 40.745592014247116),734,Post Production & Training,Standby Program,http://www.standby.org,135 West 26th Street,,New York,NY,10001,(212) 206-7858,Maria Venuto,maria@standby.org,,yes,Manhattan,1,135,WEST 26 STREET
POINT (-74.01032615752456 40.70571320754119),735,Post Production & Training,The Rust Company Inc.,http://www.rustcompany.com,40 Exchange Place,Suite 406,New York,NY,10005,(646) 746-4300,Jennifer Rogers,jennifer@rustcompany.com,,,Manhattan,1,40,EXCHANGE PLACE
POINT (-74.00806025194083 40.72997440026333),736,Post Production & Training,Village Mega Playground,http://www.mega-playground.com,609 Greenwich Street,,New York,NY,10014,(212) 399-0409,Blair Lavey,production@mega-playground.com,,,Manhattan,1,609,GREENWICH STREET
POINT (-74.00448433209719 40.718472822569225),737,Post Production & Training,"World Wide Audio, Inc.",http://www.globalaudio.net,41 White Street,Penthouse Suite 5B,New York,NY,10013,(646) 336-6580,Medha Jaishankar,,,yes,Manhattan,1,41,WHITE STREET
POINT (-73.9518651821719 40.74925740610453),738,Post Production & Training,Hiccup Media LLC,http://www.hiccupmedia.com,9-01 44th Drive,,Long Island City,NY,11101,(718) 472-3272,Michael Cruz,michael@hiccupmedia.com,,yes,Queens,4,9月1日,44 DRIVE
POINT (-74.00429334684056 40.72591502898946),739,Post Production & Training,Post Factory NY,http://www.postfactoryny.com,161 Avenue of the Americas,11th Floor,New York,NY,10013,(212) 627-1662,,,,yes,Manhattan,1,161,AVENUE OF THE AMERICAS
POINT (-73.99214909967833 40.75442784252691),742,Production Company,"Astoria Films, Inc.",http://www.AstoriaFilms.com,545 Eighth Avenue,Suite 401,New York,NY,10018,(212) 330-0607,James La Vita,JamesLaVita@astoriafilms.com,,,Manhattan,1,545,8 AVENUE
POINT (-73.99128425967903 40.75974305179931),744,Production Company,Marchand Media LLC,http://www.marchandmedia.com,630 Ninth Avenue,Suite 201,New York,NY,10036,(212) 974-8411,Paulette Glassman and Elizabeth Lattanzio,paulette@marchandmedia.com,,yes,Manhattan,1,630,NINTH AVENUE
POINT (-74.00442844484493 40.71854030025803),745,Production Company,Edge 1 Records,http://www.edge1records.com,41 White Street,Penthouse Suite 5B,New York,NY,10013,(646) 336-6580,Medha Jaishankar,medha@edge1records.com,,,Manhattan,1,41,WHITE STREET
POINT (-73.92849385512594 40.755849083640115),967,Props,"Interior Foliage Design, Inc.",http://www.interiorfoliage.com,32-14 36th Avenue,corner of 33rd St,Long Island City,NY,11106,(718) 784-4527,Matthew Schechter,matthew@interiorfoliage.com,,yes,Queens,4,32-14,36 AVENUE
POINT (-73.9676369153482 40.75757697901601),968,Casting & Talent,Ken Lazer Casting,http://www.kenlazercasting.com,232 East 54th Street,2B,New York,NY,10022,(646) 781-9182,Ken Lazer,info@kenlazercasting.com,,,Manhattan,1,232,EAST 54 STREET
POINT (-73.99222722220674 40.75451133730482),969,"Camera, Grip & Lighting",Leftfield Rentals,http://www.leftfieldrentals.com,545 8th Avenue,16th Floor,New York,NY,10018,(212) 564-2607,Kris Cerny,kris@leftfieldrentals.com,,,Manhattan,1,545,8 AVENUE
POINT (-74.00002165660389 40.75607169062214),746,Production Company,MAPS - Mobile Arts Production Services,http://www.mapsproduction.com,535 West 35th Street,,New York,NY,10001,(888) 843-7880,Nicole Allison,info@mapsproduction.com,,,Manhattan,1,535,WEST 35 STREET
POINT (-73.97596825332504 40.74544701142999),747,Production Company,Murray Hill Studios,http://www.murrayhillstudios.com,248 East 35th Street,,New York,NY,10016,(212) 889-4200,Jahaneen Johnsen,murrayhill@mindspring.com,,,Manhattan,1,248,EAST 35 STREET
POINT (-73.991923932341 40.73985817857673),748,Production Company,Production Consolidated of New York,http://www.productionconsolidated.com,6 West 20th Street,2nd Fl.,New York,NY,10011,(917) 664-3350,Amber Estes,amber@productionconsolidated.com,,,Manhattan,1,6,WEST 20 STREET
POINT (-73.9836671929789 40.76198437315171),749,Production Company,RoundHead Creative Group Inc,http://roundhead.tv,1650 Broadway,Suite 603,New York,NY,10019,(212) 245-2688,Phil Alcabes,phil@roundhead.tv,,yes,Manhattan,1,1650,BROADWAY
POINT (-73.98277488203983 40.74459461255239),750,Production Company,TAG Creative,http://www.tagcreativeny.com,443 Park Avenue South,11th Floor,New York,NY,10016,(212) 253-5300,Ashley Heck,ashley@tagcreativeny.com,,,Manhattan,1,443,PARK AVENUE SOUTH
POINT (-74.00480729696699 40.748583920945336),751,Production Company,"Mechanism Digital, Inc.",http://www.mechanismdigital.com,514 West 24th Street,#3E,New York,NY,10011,(646) 230-0230,Deborah Roth,debbie@mechanismdigital.com,,,Manhattan,1,514,WEST 24 STREET
POINT (-74.00101370615536 40.71930023734811),752,Production Company,Next Millenium Productions,http://www.nmpfilms.com/,31 Howard Street,Suite 5A,New York,NY,10013,,,,,,Manhattan,1,31,HOWARD STREET
POINT (-73.9918530315358 40.752544909295445),770,Props,Big Apple Sign Corp.,http://www.bigapplegroup.com,247 West 35th Street,,New York,NY,10001,(212) 629-3650,"Sukaina Khalfan, Seff Khalfan",sukaina@bigapplegroup.com,,,Manhattan,1,247,WEST 35 STREET
POINT (-74.00212851260693 40.72208615269747),771,Props,Bisazza,http://www.bisazza.com,43 Greene Street,,New York,NY,10013,(212) 334-7130,Seth Harris,seth.harris@bisazzausa.com,,yes,Manhattan,1,43,GREENE STREET
POINT (-74.00143584826208 40.72228653057607),772,Props,Boca Grande Furnishings,http://www.bocagrandefurnishings.com,54 Greene Street,,New York,NY,10013,(212) 226-5997,Marcelo Duek,mduek@yahoo.com,,,Manhattan,1,54,GREENE STREET
POINT (-73.99569691448548 40.76498104694983),773,Props,"City Knickerbocker, Inc",,665 11th Avenue,2nd Floor,New York,NY,10019,(212) 586-3939,Scott Liroff,scott@cityknickerbocker.com,,yes,Manhattan,1,665,11 AVENUE
POINT (-73.99799668760092 40.757644412411246),774,Props,Dreamhire LLC,http://www.dreamhire.com,509 West 38th Street,,New York,NY,10018,(212) 691-5544,Chris Dunn,DHNY@Dreamhire.com,,,Manhattan,1,509,WEST 38 STREET
POINT (-74.00644965737084 40.75093334504304),775,Props,Eclectic/Encore Props,http://www.eclecticprops.com,620 West 26th Street,4th Floor,New York,NY,10001,(212) 645-8880,Suri Bieler,ecltencore@aol.com,,,Manhattan,1,620,WEST 26 STREET
POINT (-73.9991051561482 40.73307342841736),776,Props,Economy Foam and Futons,http://www.economyfoamandfutons.com,56 West 8th Street,,New York,NY,10011,(212) 475-4800,Ian Bronfeld,itzkoosh@yahoo.com,,,Manhattan,1,56,WEST 8 STREET
POINT (-73.94293217205617 40.70764007279087),809,Scenic Supplies,Seldowitz & Glaubiger,,172 Graham Avenue,,Brooklyn,NY,11206,(718) 388-5151,Jan Glaubiger,Aglaubiger@aol.com,,,Brooklyn,3,172,GRAHAM AVENUE
POINT (-74.00216556089906 40.751998466484714),777,Props,ECR Antique Conservation and Restoration,http://www.ECRios.com,515 West 29th Street,5th Floor,New York,NY,10001,(212) 643-0388,Naeema Arrastia,Naeema@theauroraGallery.com,,,Manhattan,1,515,WEST 29 STREET
POINT (-73.98478740072375 40.74997460376567),778,Props,Gettinger Feather Corp.,http://www.gettingerfeather.com,16 West 36th Street,8th Floor,New York,NY,10018,(212) 695-9420,Dan Gettinger,gettfeath@aol.com,,,Manhattan,1,16,WEST 36 STREET
POINT (-73.99655820434053 40.724012940565274),779,Props,Greenroom,http://www.yourgreenroom.com,270 Lafayette Street,,New York,NY,10012,(212) 625-1818,Jill Simon,jill@yourgreenroom.com,,,Manhattan,1,270,LAFAYETTE STREET
POINT (-73.99650980587103 40.72468437050935),780,Props,Housing Works Bookstore Caf矇,http://www.housingworksbookstore.org,126 Crosby Street,,New York,NY,10012,(212) 334-3324,"Elihu Dietz, Adam Blackman",blackman@housingworks.org,,yes,Manhattan,1,126,CROSBY STREET
POINT (-73.9948771571069 40.721871966898014),781,Props,Just Shades,http://www.justshadesny.com,21 Spring Street,,New York,NY,10012,(212) 966-2757,Marc Engelson,justshadesny@verizon.net,,,Manhattan,1,21,SPRING STREET
POINT (-74.00432536587964 40.718946087411155),782,Props,Let There be Neon,http://www.lettherebeneon.com,38 White Street,,New York,NY,10013,(212) 226-4883,Jeff Friedhan,jf@lettherebeneon.com,,yes,Manhattan,1,38,WHITE STREET
POINT (-73.99522559884467 40.74280896982641),783,Props,Mantiques Modern,http://www.mantiquesmodern.com,146 West 22nd Street,,New York,NY,10011,(212) 206-1494,Lori Ann,mantiquesmodern@aol.com,,,Manhattan,1,146,WEST 22 STREET
POINT (-73.9620705155727 40.77681843505878),784,Props,Modprop.com,http://www.modprop.com,1044 Madison Avenue,,New York,NY,10021,(212) 628-7582,Stephen Wallis,info@modprop.com,,,Manhattan,1,1044,MADISON AVENUE
POINT (-73.99519685366671 40.74107703115435),785,Props,Props Company Kaplan & Associates,,111 West 19th Street,8th Floor,New York,NY,10011,(212) 691-7767,Maxine Kaplan,no email,,,Manhattan,1,111,WEST 19 STREET
POINT (-73.99550642156656 40.752596754008096),786,Props,Props for Today,http://www.propsfortoday.com,330 West 34th Street,,New York,NY,10001,(212) 244-9600,Dyann Klein,no email,,,Manhattan,1,330,WEST 34 STREET
POINT (-73.99980869949817 40.75516043500153),787,Props,"Props NYC, LLC",,509 West 34th Street,2nd Floor,New York,NY,10001,(212) 352-0101 / (212) 877-352,Nicole Stiegelbauer-Engels,info@gotprops.com,,yes,Manhattan,1,509,WEST 34 STREET
POINT (-74.01064734715023 40.72946907698971),788,Props,Revolution Graphics and Design,http://www.revolutiongraphics.com,Pier 40 South,2nd Floor,New York,NY,10014,(212) 741-7122,Robert Frigiano,bob@revolutiongraphics.com,,,Manhattan,1,,PIER 40
POINT (-73.99559014636985 40.741864790288695),789,Props,SMP Digital Graphics,,135 West 20th Street,,New York,NY,10011,(212) 691-6766,Stuart Penney,smpgraphicservices@yahoo.com,,,Manhattan,1,135,WEST 20 STREET
POINT (-73.98684465539138 40.74979644860615),792,Props,Tannens Magic,http://www.tannens.com,45 West 34th Street,Suite 608,New York,NY,10001,(212) 929-4500,Steven Brown,info@tannens.com,,yes,Manhattan,1,45,WEST 34 STREET
POINT (-74.00861752282222 40.71322576509132),793,Props,Tent and Trails,http://www.tenttrails.com,21 Park Place,,New York,NY,10007,(212) 227-1760,Jamie Lipman Abish,jamie@tenttrails.com,,yes,Manhattan,1,21,PARK PLACE
POINT (-73.99384537809601 40.72183074576314),794,Props,"The Chair Factory, Ltd.",http://www.thechairfactory.com,214 Bowery,,New York,NY,10012,(212) 941-8700,Zev Belsky,films@thechairfactory.com,,,Manhattan,1,214,BOWERY
POINT (-73.98048710599987 40.7560810169167),795,Props,The Red Caboose,http://www.theredcaboose.com,23 West 45th Street,,New York,NY,10036,(212) 575-0155,Allan Spitz,no email,,,Manhattan,1,23,WEST 45 STREET
POINT (-74.00232331682845 40.72185833429521),796,Props,Weapons Specialists Ltd.,http://www.weaponspecialists.com,33 Greene Street,,New York,NY,10013,(212) 941-7696,Ryder Washburn,Ryder@weaponspecialists.com,,yes,Manhattan,1,33,GREENE STREET
POINT (-74.00106789077846 40.72376870399831),797,Props,Wooster Gallery,http://homepage.mac.com/woostergallery,84 Wooster Street,,New York,NY,10012,(212) 219-2190,Ralph Beatrice,woostergallery@nyc.rr.com,,,Manhattan,1,84,WOOSTER STREET
POINT (-73.99083360390824 40.71747186700717),798,Props,Zarin Fabrics,http://www.zarinfabrics.com,314 Grand Street,,New York,NY,10002,(212) 925-6112,Anne Austin,Anne@zarinfabrics.com,,,Manhattan,1,314,GRAND STREET
POINT (-73.39553082357061 40.66872908870511),800,Props,Stagecraft Whips,http://www.aswgt.com,40 Grant Avenue,,Copiague,NY,11726,(631) 842-1711,Mitch Kessler,aswgt@ix.netcom.com,,yes,New York State,6,40,GRANT AVENUE
POINT (-73.37711380208405 40.733946941366646),801,Props,P.J. McBride Inc.,http://www.PJMcBride.com,8 Lamar Street,,West Babylon,NY,11704,(631) 643-2848,Steve Lenci,tents@pjmcbride.com,,,New York State,6,8,LAMAR STREET
POINT (-73.94797526623697 40.75084850622464),803,Props,Film Biz Recycling Props,http://tinyurl.com/filmbizprops,43-26 12th Street,2nd Floor,Long Island City,NY,11101,(718) 392-3304,Eva Radke,eva@filmbizrecycling.org,,,Queens,4,43-26,12 STREET
POINT (-73.92936808790958 40.75403264812264),804,Props,New York Decorating Company,,33-11 37th Avenue,,Long Island City,NY,11101,(718) 361-1500,Brian Morrissey,nydecorating@aol.com,,,Queens,4,Nov-33,37 AVENUE
POINT (-73.91133189536177 40.71887634222986),805,Props,Gothic Cabinet Craft,http://www.gothiccabinetcraft.com,58-77 57th Street,,Maspeth,NY,11378,(347) 881-1420,Aristidis Zaharopoulos,ari911@aol.com,,,Queens,4,58-77,57 STREET
POINT (-73.83327077392252 40.699697153451496),806,Props,Freeport Signs & Rigging,http://www.freeportsigns.com,86-19 116th Street,,Richmond Hill,NY,11418,(718) 849-2888,Hale Storm,Gin1989@aol.com,,,Queens,4,86-19,116 STREET
POINT (-73.95384308720483 40.68138576442347),807,Recycling & Waste Removal,GreenHouse Eco-Cleaning,http://www.GreenhouseEcoCleaning.com,1240 Bedford Avenue,1F,Brooklyn,NY,11217,(718) 303-7029,Saudia Davis,saudia@greenhouseecocleaning.com,,,Brooklyn,3,1240,BEDFORD AVENUE
POINT (-73.92539179922868 40.711025313857164),808,Recycling & Waste Removal,Filco Carting,http://www.filcocarting.com,111 Gardner Avenue,,Brooklyn,NY,11237,(718) 456-5000,John Okun,jokun@filcocarting.com,,,Brooklyn,3,111,GARDNER AVENUE
POINT (-74.00072149659353 40.71904772270013),810,Scenic Supplies,Jane Nelson Studio,,21 Howard Street,,New York,NY,10013,(212) 431-4642,Jane Nelson,janeynel@earthlink.com,,,Manhattan,1,21,HOWARD STREET
POINT (-73.98762125027362 40.76583956718679),811,Scenic Supplies,"M. Epsteins Son, Inc.",,809 9th Avenue,,New York,NY,10019,(212) 265-3960,Ken/Marty,no email,,,Manhattan,1,809,9 AVENUE
POINT (-73.27396089815025 40.80842768373302),812,Scenic Supplies,Seating Solutions,http://www.seatingsolutions.com,60 Austin Blvd.,,Commack,NY,11725,(631) 845-0449,Tami Lacertosa,tlacertosa@seatingsolutions.com,,,New York State,6,60,AUSTIN BOULEVARD
POINT (-73.94953332497501 40.74974687514957),813,Scenic Supplies,Better Mousetrap,,44-02 11th Street,,Long Island City,NY,11101,(718) 937-5179,Susanne Jansson,dirigible@mac.com,,,Queens,4,Feb-44,11 STREET
POINT (-73.94482711248351 40.74960557748516),814,Scenic Supplies,"Coe Displays, Inc.",,43-01 22nd Street,,Long Island City,NY,11101,(718) 937-5658,Joe Sgroe/Massimo Russo,coedisplays@verizon.net,,,Queens,4,Jan-43,22 STREET
POINT (-74.03193396480512 40.63732863591747),815,Security,"Bay Ridge Security Service, Inc.",http://www.bayridgesecurity.com,110 Bay Ridge Avenue,,Brooklyn,NY,11220,(718) 238-2727,Edward Katta,ekatta@bayridgesecurity.com,,,Brooklyn,3,110,BAY RIDGE AVENUE
POINT (-73.95992753509884 40.65395399214768),816,Security,"Gold Security Guard Services, Inc.",http://www.goldguards.com,772 Flatbush Avenue,#2,Brooklyn,NY,11226,(718) 462-5332,Wilburn Duncan,wduncan@goldguards.com,,,Brooklyn,3,772,FLATBUSH AVENUE
POINT (-73.99626110273442 40.74659950742279),817,Security,Knight Security,http://www.knightsecurityny.com,250 West 26th Street,Suite 3115,New York,NY,10001,(212) 609-3400,Edward Troiano,ed@knightsecurityny.com,,,Manhattan,1,250,WEST 26 STREET
POINT (-73.979316406564 40.75227180158879),818,Security,Integrated Security Services,http://www.intesecurity.com,305 Madison Avenue,suite 1563,New York,NY,10165,(212) 808-4153,"Perry Kantor, VP of Operations",pkantor@intesecurity.com,,yes,Manhattan,1,305,MADISON AVENUE
POINT (-73.98616736734498 40.76124744760313),819,Security,GSS Security Services Inc.,http://www.gss-security.com,250 West 49th Street,Suite 703,New York,NY,10019,(212) 764-5400,Chuck Garelick or John Smaragdakis,chuckg@gss-security.com; johns@gss-security.com,,,Manhattan,1,250,WEST 49 STREET
POINT (-74.00836406116447 40.70556789430477),820,Security,International Intelligence Network,,67 Wall Street,Suite 2411,New York,NY,10005,(800) 868-4174,Entertainment Project Liason,call for email,,,Manhattan,1,67,WALL STREET
POINT (-73.9786203501889 40.752257610232974),821,Security,John Shields Detective Bureau Inc.,,60 East 42nd Street,,New York,NY,10165,(212) 682-6094,John P. Lagan,jplpvteye@aol.com,,,Manhattan,1,60,EAST 42 STREET
POINT (-73.98918908676369 40.73689636585461),822,Security,Meyerson Associates Inc.,http://www.meyersonassociates.com,200 Park Avenue South,Suite 1205,New York,NY,10003,(212) 505-8400,Barry A. Meyerson,barry@meyersonassociates.com,,,Manhattan,1,200,PARK AVENUE SOUTH
POINT (-73.80144052288695 40.76985487026961),824,Security,"Anthony Peters Security Consulting, LLC.",http://www.mandy.com/home.cfm?c=ant059,29-43 163 Street,,Flushing,NY,11358,(917) 376-5286,Anthony Flynn,markflynn@aol.com,,,Queens,4,29-43,163 STREET
POINT (-73.800599318378 40.70354276597676),825,Security,"Axel Protection Systems, Inc.",http://www.axelpro.net,90-50 Parsons Boulevard,Suite 304,Jamaica,NY,11432,(718) 206-4800,Vincent DeRogatis,vincent@axelpro.net,,,Queens,4,90-50,PARSONS BOULEVARD
POINT (-73.94036665819237 40.749112044731554),826,Security,Unique Comp. Inc.,,27-08 42nd Road,,Long Island City,NY,11101,(347) 386-5545,Vincent M. DeRogatis,vincent@uciny.com,,,Queens,4,8月27日,42 ROAD
POINT (-74.17271764103846 40.616836974771914),828,Security,Classic Protection and Security and Investigations,http://www.classicprotection.com,900 South Avenue,,Staten Island,NY,10314,(718) 568-3590,Stephen Luise,steve@classicprotection.com,,,Staten Island,5,900,SOUTH AVENUE
POINT (-74.15906810761864 40.62973250918769),829,Security,FrontLines Finest Security & Consultant Services,http://www.frontlinesfinest.com,63 Gridley Avenue,,Staten Island,NY,10303,(917) 359-6162,Donnie Williams,frontlinesfinest7@yahoo.com,,yes,Staten Island,5,63,GRIDLEY AVENUE
POINT (-74.15795278538316 40.55425743206362),830,Security,Jupiter Protective Services Corp.,,59 Genesee Avenue,,Staten Island,NY,10308,(718) 317-7215,Noreen Merz,nmerz@si.rr.com,,,Staten Island,5,59,GENESEE AVENUE
POINT (-73.98934604840017 40.748212987184154),831,Software & Internet Services,Entertainment Partners,http://www.entertainmentpartners.com,875 6th Avenue,15th Floor,New York,NY,10001,(646) 473-9010,Myfa Cirinna; Daphne McWilliams,mcirinna@entertainmentpartners.com; dmcwilliams@entertainmentpartners.com,,,Manhattan,1,875,6 AVENUE
POINT (-73.9917650077105 40.74103017570741),832,Software & Internet Services,Showbiz Software Stores,http://www.showbizsoftware.com,19 West 21st Street,,New York,NY,10010,(646) 829-0700,Bobby Berry and Anthony Lopez,bobby@media-services.com; anthonyl@media-services.com,,,Manhattan,1,19,WEST 21 STREET
POINT (-74.01165719722152 40.70573725928101),833,Software & Internet Services,Team 5,http://www.team5.com,50 Broad Street,1920,New York,NY,10004,(212) 482-0246,V. Collura,team5@team5.com,,,Manhattan,1,50,BROAD STREET
POINT (-73.99129383391255 40.729082229307856),834,Software & Internet Services,"Web2Zone, Inc.",http://www.web2zone.com,52-54 Cooper Square,,New York,NY,10003,(212) 614-7300,Brian Chan,brian@web2zone.com,,yes,Manhattan,1,52,COOPER SQUARE
POINT (-73.9954209902074 40.682767316543334),835,Spa & Massage,Dharma Healing Arts Studio,http://www.dharmanyc.com,331 Court Street,,Brooklyn,NY,11231,(718) 237-3139,Lauren Sweeney-Hampel,lauren@dharmanyc.com,,yes,Brooklyn,3,331,COURT STREET
POINT (-73.97490497711432 40.76101773142488),836,Spa & Massage,Elizabeth Arden Red Door Salon & Spa,http://www.reddoorspas.com,691 Fifth Avenue,,New York,NY,10022,(212) 546-0304 / (203) 905-1733,Shelley Sheridan,ssheridan@rdspas.com,,,Manhattan,1,691,FIFTH AVENUE
POINT (-74.0074294903046 40.73415462581856),837,Spa & Massage,Relax Massage Therapy,http://www.rickrelax.com,716 Greenwich Street,"30 East 40th Street, Suite 601",New York,NY,10014,(212) 206-9714 / (212) 532-4401,Rick Shardell/Christine Hagin,rickrelax@aol.com,,,Manhattan,1,716,GREENWICH STREET
POINT (-73.9796727752706 40.75112443423232),838,Spa & Massage,Relax Massage Therapy,http://www.rickrelax.com,30 East 40th Street,,New York,NY,10016,(212) 206-9714 / (212) 532-4401,Rick Shardell/Christine Hagin,rickrelax@aol.com,,,Manhattan,1,30,EAST 40 STREET
POINT (-73.98226730474163 40.766928529649064),839,Spa & Massage,Shobha Columbus Circle,http://www.myshobha.com,1775 Broadway,Suite 730,New York,NY,10019,(212) 977-7771,Jennifer Pesce,marketing@myshobha.com,,yes,Manhattan,1,1775,BROADWAY
POINT (-73.97182890533846 40.76233998602628),840,Spa & Massage,Shobha Madison,http://www.myshobha.com,595 Madison Avenue,Suite 1403,New York,NY,10022,(212) 223-2872,Jennifer Pesce,marketing@myshobha.com,,yes,Manhattan,1,595,MADISON AVENUE
